Site,Week_End,Pathogen_Target,Site_WVAL,Site_WVAL_Category,State/Territory,Population_Served
ID:2005,2023-08-05,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-08-12,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-08-19,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-08-26,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-09-02,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-09-09,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-09-16,RSV,1.0,Very Low,Virginia,100000
ID:2005,2023-09-23,RSV,0.9,Very Low,Virginia,100000
ID:2005,2023-09-30,RSV,1.39,Very Low,Virginia,100000
ID:2005,2023-10-07,RSV,1.28,Very Low,Virginia,100000
ID:2005,2023-10-14,RSV,3.82,Low,Virginia,100000
ID:2005,2023-10-21,RSV,2.41,Very Low,Virginia,100000
ID:2005,2023-10-28,RSV,2.72,Low,Virginia,100000
ID:2005,2023-11-04,RSV,6.68,Moderate,Virginia,100000
ID:2005,2023-11-11,RSV,1.96,Very Low,Virginia,100000
ID:2005,2023-11-18,RSV,4.31,Low,Virginia,100000
ID:2005,2023-11-25,RSV,2.01,Very Low,Virginia,100000
ID:2005,2023-12-02,RSV,6.32,Moderate,Virginia,100000
ID:2005,2023-12-09,RSV,1.48,Very Low,Virginia,100000
ID:2005,2023-12-16,RSV,2.64,Low,Virginia,100000
ID:2005,2023-12-23,RSV,1.26,Very Low,Virginia,100000
ID:2005,2023-12-30,RSV,153.69,Very High,Virginia,100000
ID:2005,2024-01-06,RSV,6.93,Moderate,Virginia,100000
ID:2005,2024-01-13,RSV,219.01,Very High,Virginia,100000
ID:2005,2024-01-20,RSV,1.31,Very Low,Virginia,100000
ID:2005,2024-01-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-02-03,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-02-10,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-02-17,RSV,1.74,Very Low,Virginia,100000
ID:2005,2024-02-24,RSV,2.11,Very Low,Virginia,100000
ID:2005,2024-03-02,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-03-09,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-03-16,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-03-23,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-03-30,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-04-06,RSV,117.25,Very High,Virginia,100000
ID:2005,2024-04-13,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-04-20,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-04-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-05-04,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-05-11,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-05-18,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-05-25,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-06-01,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-06-08,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-06-15,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-06-22,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-06-29,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-07-06,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-07-13,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-07-20,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-07-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-08-03,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-08-10,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-08-17,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-08-24,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-08-31,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-09-07,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-09-14,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-09-21,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-09-28,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-10-05,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-10-12,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-10-19,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-10-26,RSV,1.0,Very Low,Virginia,100000
ID:2005,2024-11-02,RSV,2.42,Very Low,Virginia,100000
ID:2005,2024-11-09,RSV,1.83,Very Low,Virginia,100000
ID:2005,2024-11-16,RSV,1.83,Very Low,Virginia,100000
ID:2005,2024-11-23,RSV,1.83,Very Low,Virginia,100000
ID:2005,2024-11-30,RSV,2.24,Very Low,Virginia,100000
ID:2005,2024-12-07,RSV,10.99,High,Virginia,100000
ID:2005,2024-12-14,RSV,1.83,Very Low,Virginia,100000
ID:2005,2024-12-21,RSV,5.7,Moderate,Virginia,100000
ID:2005,2024-12-28,RSV,3.34,Low,Virginia,92000
ID:2005,2025-01-04,RSV,421.64,Very High,Virginia,100000
ID:2005,2025-01-11,RSV,2.17,Very Low,Virginia,100000
ID:2005,2025-01-18,RSV,386.0,Very High,Virginia,100000
ID:2005,2025-01-25,RSV,1.78,Very Low,Virginia,100000
ID:2005,2025-02-01,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-02-08,RSV,354.17,Very High,Virginia,100000
ID:2005,2025-02-15,RSV,1.58,Very Low,Virginia,100000
ID:2005,2025-02-22,RSV,10.97,High,Virginia,100000
ID:2005,2025-03-01,RSV,1.58,Very Low,Virginia,100000
ID:2005,2025-03-08,RSV,1.58,Very Low,Virginia,100000
ID:2005,2025-03-15,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-03-22,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-03-29,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-04-05,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-04-12,RSV,25.68,Very High,Virginia,100000
ID:2005,2025-04-19,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-04-26,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-05-03,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-05-10,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-05-17,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-05-24,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-05-31,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-06-07,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-06-14,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-06-21,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-06-28,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-07-05,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-07-12,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-07-19,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-07-26,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-08-02,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-08-09,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-08-16,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-08-23,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-08-30,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-09-06,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-09-13,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-09-20,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-09-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-10-04,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-10-11,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-10-18,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-10-25,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-11-01,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-11-08,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-11-15,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-11-22,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-11-29,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-12-06,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-12-13,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-12-20,RSV,1.0,Very Low,Virginia,100000
ID:2005,2025-12-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-01-03,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-01-10,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-01-17,RSV,137.04,Very High,Virginia,100000
ID:2005,2026-01-24,RSV,65.29,Very High,Virginia,100000
ID:2005,2026-01-31,RSV,1.0,Very Low,Virginia,92000
ID:2005,2026-02-07,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-02-14,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-02-21,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-02-28,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-03-07,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-03-14,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-03-21,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-03-28,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-04-04,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-04-11,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-04-18,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-04-25,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-05-02,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-05-09,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-05-16,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-05-23,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-05-30,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-06-06,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-06-13,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-06-20,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-06-27,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-07-04,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-07-11,RSV,1.0,Very Low,Virginia,100000
ID:2005,2026-07-18,RSV,1.0,Very Low,Virginia,100000
ID:2015,2023-09-23,RSV,0.2,Very Low,Virginia,300000
ID:2015,2023-09-30,RSV,2.83,Low,Virginia,300000
ID:2015,2023-10-07,RSV,0.62,Very Low,Virginia,300000
ID:2015,2023-10-14,RSV,1.91,Very Low,Virginia,300000
ID:2015,2023-10-21,RSV,10.02,High,Virginia,300000
ID:2015,2023-10-28,RSV,4.91,Low,Virginia,300000
ID:2015,2023-11-04,RSV,3.87,Low,Virginia,300000
ID:2015,2023-11-11,RSV,10.1,High,Virginia,300000
ID:2015,2023-11-18,RSV,12.95,Very High,Virginia,300000
ID:2015,2023-11-25,RSV,3.15,Low,Virginia,300000
ID:2015,2023-12-02,RSV,10.6,High,Virginia,300000
ID:2015,2023-12-09,RSV,1.97,Very Low,Virginia,300000
ID:2015,2023-12-16,RSV,8.98,High,Virginia,300000
ID:2015,2023-12-23,RSV,3.91,Low,Virginia,300000
ID:2015,2023-12-30,RSV,10.28,High,Virginia,300000
ID:2015,2024-01-06,RSV,23.89,Very High,Virginia,300000
ID:2015,2024-01-13,RSV,0.44,Very Low,Virginia,300000
ID:2015,2024-01-20,RSV,4.01,Low,Virginia,300000
ID:2015,2024-01-27,RSV,3.33,Low,Virginia,300000
ID:2015,2024-02-03,RSV,6.85,Moderate,Virginia,300000
ID:2015,2024-02-10,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-02-17,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-02-24,RSV,2.95,Low,Virginia,300000
ID:2015,2024-03-02,RSV,8.04,High,Virginia,300000
ID:2015,2024-03-09,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-03-16,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-03-23,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-03-30,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-04-06,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-04-13,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-04-20,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-04-27,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-05-04,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-05-11,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-05-18,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-05-25,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-06-01,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-06-08,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-06-15,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-06-22,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-06-29,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-07-06,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-07-13,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-07-20,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-07-27,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-08-03,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-08-10,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-08-17,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-08-24,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-08-31,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-09-07,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-09-14,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-09-21,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-09-28,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-10-05,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-10-12,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-10-19,RSV,1.0,Very Low,Virginia,300000
ID:2015,2024-10-26,RSV,2.91,Low,Virginia,300000
ID:2015,2024-11-02,RSV,2.91,Low,Virginia,300000
ID:2015,2024-11-16,RSV,2.91,Low,Virginia,300000
ID:2015,2024-11-23,RSV,2.91,Low,Virginia,300000
ID:2015,2024-11-30,RSV,76.88,Very High,Virginia,300000
ID:2015,2024-12-07,RSV,46.59,Very High,Virginia,300000
ID:2015,2024-12-14,RSV,26.4,Very High,Virginia,300000
ID:2015,2024-12-21,RSV,17.02,Very High,Virginia,300000
ID:2015,2024-12-28,RSV,27.51,Very High,Virginia,300000
ID:2015,2025-01-11,RSV,30.12,Very High,Virginia,300000
ID:2015,2025-01-18,RSV,28.4,Very High,Virginia,300000
ID:2015,2025-01-25,RSV,45.39,Very High,Virginia,300000
ID:2015,2025-02-08,RSV,23.89,Very High,Virginia,300000
ID:2015,2025-03-01,RSV,2.8,Low,Virginia,300000
ID:2015,2025-03-08,RSV,19.27,Very High,Virginia,300000
ID:2015,2025-03-15,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-03-22,RSV,38.25,Very High,Virginia,300000
ID:2015,2025-03-29,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-04-05,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-04-12,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-04-19,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-04-26,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-05-03,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-05-10,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-05-17,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-05-24,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-05-31,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-06-07,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-06-14,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-06-21,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-06-28,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-07-05,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-07-12,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-07-19,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-07-26,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-08-02,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-08-09,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-08-16,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-08-23,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-08-30,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-09-06,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-09-13,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-09-20,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-09-27,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-10-04,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-10-11,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-10-18,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-10-25,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-11-01,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-11-08,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-11-15,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-11-22,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-11-29,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-12-06,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-12-13,RSV,1.0,Very Low,Virginia,300000
ID:2015,2025-12-20,RSV,40.74,Very High,Virginia,300000
ID:2015,2025-12-27,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-01-03,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-01-10,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-01-17,RSV,44.72,Very High,Virginia,300000
ID:2015,2026-01-24,RSV,80.05,Very High,Virginia,300000
ID:2015,2026-01-31,RSV,45.05,Very High,Virginia,300000
ID:2015,2026-02-07,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-02-14,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-02-21,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-02-28,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-03-07,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-03-14,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-03-21,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-03-28,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-04-04,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-04-11,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-04-18,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-04-25,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-05-02,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-05-09,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-05-16,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-05-23,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-05-30,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-06-06,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-06-13,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-06-20,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-06-27,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-07-04,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-07-11,RSV,1.0,Very Low,Virginia,300000
ID:2015,2026-07-18,RSV,1.0,Very Low,Virginia,300000
ID:203,2024-07-06,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-07-13,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-07-20,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-07-27,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-08-03,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-08-10,RSV,3.18,Low,Colorado,247443
ID:203,2024-08-17,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-08-24,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-08-31,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-09-07,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-09-14,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-09-21,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-09-28,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-10-05,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-10-19,RSV,4.05,Low,Colorado,247443
ID:203,2024-10-26,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-11-02,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-11-09,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-11-16,RSV,13.33,Very High,Colorado,247443
ID:203,2024-11-23,RSV,10.91,High,Colorado,247443
ID:203,2024-11-30,RSV,8.83,High,Colorado,247443
ID:203,2024-12-07,RSV,10.83,High,Colorado,247443
ID:203,2024-12-14,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-12-21,RSV,1.0,Very Low,Colorado,247443
ID:203,2024-12-28,RSV,20.88,Very High,Colorado,247443
ID:203,2025-01-04,RSV,6.27,Moderate,Colorado,247443
ID:203,2025-01-11,RSV,6.51,Moderate,Colorado,247443
ID:203,2025-01-18,RSV,6.66,Moderate,Colorado,247443
ID:203,2025-01-25,RSV,3.39,Low,Colorado,247443
ID:203,2025-02-01,RSV,5.29,Moderate,Colorado,247443
ID:203,2025-02-08,RSV,5.21,Moderate,Colorado,247443
ID:203,2025-02-15,RSV,9.8,High,Colorado,247443
ID:203,2025-02-22,RSV,6.75,Moderate,Colorado,247443
ID:203,2025-03-01,RSV,10.2,High,Colorado,247443
ID:203,2025-03-08,RSV,4.2,Low,Colorado,247443
ID:203,2025-03-15,RSV,3.63,Low,Colorado,247443
ID:203,2025-03-22,RSV,5.71,Moderate,Colorado,247443
ID:203,2025-03-29,RSV,7.81,Moderate,Colorado,247443
ID:203,2025-04-05,RSV,9.02,High,Colorado,247443
ID:203,2025-04-12,RSV,3.18,Low,Colorado,247443
ID:203,2025-04-19,RSV,3.96,Low,Colorado,247443
ID:203,2025-04-26,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-05-03,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-05-10,RSV,2.15,Very Low,Colorado,247443
ID:203,2025-05-17,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-05-24,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-05-31,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-06-07,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-06-14,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-06-21,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-06-28,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-07-05,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-07-12,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-07-19,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-07-26,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-08-02,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-08-09,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-08-16,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-08-23,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-08-30,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-09-06,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-09-13,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-09-20,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-09-27,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-10-04,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-10-11,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-10-18,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-10-25,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-11-01,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-11-08,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-11-15,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-11-22,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-11-29,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-12-06,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-12-13,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-12-20,RSV,1.0,Very Low,Colorado,247443
ID:203,2025-12-27,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-01-03,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-01-10,RSV,6.84,Moderate,Colorado,247443
ID:203,2026-01-17,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-01-24,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-01-31,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-02-07,RSV,3.33,Low,Colorado,247443
ID:203,2026-02-14,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-02-21,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-02-28,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-03-07,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-03-14,RSV,2.98,Low,Colorado,247443
ID:203,2026-03-21,RSV,4.99,Low,Colorado,247443
ID:203,2026-03-28,RSV,2.86,Low,Colorado,247443
ID:203,2026-04-04,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-04-11,RSV,3.34,Low,Colorado,247443
ID:203,2026-04-18,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-04-25,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-05-02,RSV,3.57,Low,Colorado,247443
ID:203,2026-05-09,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-05-16,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-05-23,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-05-30,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-06-06,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-06-13,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-06-20,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-06-27,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-07-04,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-07-11,RSV,1.0,Very Low,Colorado,247443
ID:203,2026-07-18,RSV,1.0,Very Low,Colorado,247443
ID:205,2024-06-29,RSV,25.36,Very High,Colorado,89383
ID:205,2024-07-06,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-07-13,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-07-20,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-07-27,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-08-03,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-08-10,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-08-17,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-08-24,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-08-31,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-09-07,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-09-14,RSV,1.0,Very Low,Colorado,89383
ID:205,2024-09-21,RSV,1.0,Very Low,Colorado,89383
